Asset,EntryType,Direction,ATR_Pct,Range_Pct,Volatility,ADX,Trend_Bias,Trend_Quality,RSI,Hurst,Return_20,BB_Width,WinRate,Current_State,PnlPips,Result
USDJPY,CH,-1,0.3357,0.2083,0.079835,25.67,0.1492,-0.5284,58.23,0.6833,-0.0968,0.2580,0.4221,87.99,-1.3,0
USDJPY,CH,-1,0.3146,0.2058,0.220538,26.85,0.2378,0.8131,74.72,0.7785,0.7462,0.7094,0.4237,88.01,-71.9,0
USDJPY,CH,-1,0.3073,0.3699,0.321334,32.97,0.3047,0.8285,83.66,0.8255,1.0798,1.0319,0.4237,88.01,-17.3,0
GBPUSD,CH,-1,0.2600,0.2589,0.001569,25.75,-0.1837,0.1459,57.00,0.7618,0.2265,0.4819,0.4237,88.01,24.0,1
EURUSD,SMA,1,0.3196,0.1265,0.001436,25.06,0.0821,0.8041,55.59,0.6202,0.2878,0.5273,0.4237,88.01,-36.6,0
USDJPY,CH,1,0.2983,0.3634,0.141145,42.33,0.5587,0.3950,64.19,0.8784,0.4402,0.4500,0.4230,87.67,-28.1,0
USDJPY,CH,1,0.3040,0.1770,0.098627,39.28,0.5542,0.1149,59.23,0.8670,0.3184,0.3144,0.4230,87.67,-20.7,0
GBPUSD,CH,-1,0.2831,0.1914,0.003644,25.37,0.0120,0.7264,74.94,0.1546,0.8283,1.1192,0.4194,87.22,-5.1,0
EURUSD,CH,1,0.2893,0.5154,0.001416,32.08,0.3139,0.5153,41.94,0.2191,-0.0552,0.5198,0.4183,87.21,-46.0,0
EURUSD,CH,1,0.2897,0.4351,0.001755,32.03,0.3016,0.1083,36.96,0.2193,-0.3170,0.6441,0.4183,87.21,-28.1,0
GBPUSD,CH,1,0.2584,0.2363,0.001408,49.73,0.5041,0.7622,57.25,0.4242,0.3473,0.4293,0.4183,87.21,-45.7,0
GBPUSD,CH,1,0.2588,0.2321,0.001381,47.50,0.4925,0.4245,48.16,0.4537,0.0206,0.4210,0.4183,87.21,-25.5,0
USDJPY,SMA,-1,0.3154,0.1421,0.155739,31.59,-0.0572,-0.7700,41.47,0.5646,-0.3722,0.4965,0.4183,87.21,-110.6,0
USDJPY,SMA,-1,0.3151,0.0981,0.159723,31.56,-0.0446,-0.7800,45.38,0.5699,-0.3671,0.5092,0.4183,87.21,-111.3,0
USDJPY,SMA,-1,0.3152,0.1292,0.155965,32.35,-0.0604,-0.7731,45.27,0.5585,-0.1497,0.4973,0.4183,87.21,-113.8,0
USDJPY,SMA,-1,0.3147,0.2525,0.153482,31.28,-0.0619,-0.6433,52.11,0.5526,-0.0486,0.4894,0.4183,87.21,-95.1,0
EURUSD,CH,1,0.2758,0.1382,0.000983,28.02,-0.0584,-0.6206,34.45,0.5566,-0.2553,0.3642,0.4092,84.24,-5.5,0
EURUSD,CH,1,0.2761,0.1569,0.001133,28.71,-0.0761,-0.6675,29.65,0.6473,-0.3478,0.4196,0.4092,84.24,5.5,1
EURUSD,CH,-1,0.2569,0.1962,0.000988,30.60,-0.1308,-0.4361,61.57,0.5885,-0.0685,0.3666,0.4097,84.28,8.0,1
EURUSD,CH,-1,0.2567,0.1942,0.001061,29.22,-0.1291,0.0042,66.01,0.5881,0.0546,0.3934,0.4097,84.28,17.0,1
GBPUSD,CH,-1,0.2195,0.2231,0.001018,31.98,-0.1772,-0.2468,62.09,0.4331,0.0268,0.3131,0.4097,84.28,32.5,1
GBPUSD,CH,1,0.2370,0.1555,0.001207,25.82,-0.1372,0.0083,37.20,0.4259,-0.1514,0.3710,0.4097,84.28,8.4,1
USDJPY,SMA,1,0.3113,0.1431,0.273043,39.06,0.2519,0.9148,68.39,0.6413,0.8935,0.8659,0.4092,84.24,126.0,1
USDJPY,SMA,1,0.3112,0.0854,0.247910,40.51,0.2843,0.9120,69.04,0.6011,0.7639,0.7859,0.4092,84.24,123.4,1
EURUSD,CH,-1,0.2350,0.3293,0.001403,28.60,0.0757,0.7581,71.55,0.5711,0.4243,0.5197,0.4160,84.79,-19.0,0
EURUSD,CH,-1,0.2347,0.3464,0.001812,31.00,0.0864,0.8481,75.84,0.5206,0.4460,0.6709,0.4160,84.79,-4.7,0
USDJPY,SMA,-1,0.4241,0.4018,0.317476,30.13,-0.1955,-0.5855,52.30,1.0000,-0.3127,0.9918,0.4138,84.69,-15.0,0
EURUSD,CH,-1,0.2943,0.5265,0.001671,25.23,0.2402,0.1887,71.53,0.4209,0.4006,0.6160,0.4169,86.52,58.7,1
EURUSD,CH,-1,0.2936,0.4411,0.002366,27.49,0.2584,0.3379,75.63,0.4892,0.9282,0.8720,0.4169,86.52,83.6,1
EURUSD,CH,1,0.3241,0.3228,0.003154,30.20,0.2755,0.4906,44.49,0.7238,0.0111,1.1609,0.4169,86.52,-9.1,0
EURUSD,CH,1,0.3242,0.2140,0.003188,28.53,0.2634,0.3869,44.47,0.7202,-0.1087,1.1733,0.4169,86.52,-8.4,0
GBPUSD,CH,1,0.2701,0.2735,0.005200,27.39,-0.2338,-0.7392,14.36,0.5936,-1.4882,1.5994,0.4167,87.26,-44.5,0
GBPUSD,CH,-1,0.3563,0.2938,0.004516,57.94,-0.8762,-0.9228,36.01,0.7525,-0.7654,1.4146,0.4156,87.01,-14.2,0
GBPUSD,CH,-1,0.3562,0.1083,0.004174,56.96,-0.8742,-0.8884,37.46,0.7713,-0.8733,1.3082,0.4156,87.01,-9.0,0
EURUSD,CH,1,0.3392,0.2333,0.001858,35.60,-0.3523,-0.5296,31.24,0.8983,-0.2980,0.6940,0.4134,86.91,-32.2,0
EURUSD,CH,1,0.3398,0.3361,0.002407,40.00,-0.3331,-0.7577,28.83,0.8917,-0.5537,0.8996,0.4134,86.91,-11.3,0
GBPUSD,CH,1,0.3490,0.2467,0.001921,39.46,-0.3093,-0.4075,28.93,1.0000,-0.1189,0.6033,0.4134,86.91,-101.0,0
GBPUSD,CH,1,0.3492,0.1609,0.002273,40.83,-0.2994,-0.5722,27.98,1.0000,-0.3880,0.7139,0.4134,86.91,-96.1,0
USDJPY,CH,-1,0.4411,0.2971,0.272904,28.31,-0.2740,-0.7035,49.21,0.3444,-0.4363,0.8561,0.4092,85.49,-95.1,0
USDJPY,CH,-1,0.4402,0.3365,0.245046,25.24,-0.2640,-0.3697,55.65,0.4181,-0.0719,0.7689,0.4092,85.49,-70.9,0
EURUSD,CH,1,0.3372,0.3711,0.001678,49.01,-0.4052,-0.7175,24.53,1.0000,-0.8464,0.6306,0.4092,85.49,-35.4,0
EURUSD,CH,1,0.3443,0.3865,0.002524,53.92,-0.4289,-0.7618,25.75,0.8719,-0.9747,0.9499,0.4092,85.49,-1.9,0
GBPUSD,CH,-1,0.3559,0.5083,0.001683,55.68,-0.6883,-0.6592,41.80,0.9849,-0.7567,0.5348,0.4092,85.49,38.2,1
GBPUSD,CH,-1,0.3559,0.2002,0.001500,53.80,-0.6753,-0.5156,41.77,0.9556,-0.2377,0.4768,0.4092,85.49,37.9,1
USDJPY,CH,-1,0.4561,0.9652,0.392313,26.56,0.3655,0.8480,80.48,0.3068,1.3375,1.2222,0.4106,84.91,-128.3,0
USDJPY,CH,-1,0.4555,0.2726,0.491778,29.44,0.4071,0.8410,81.88,0.3240,1.4722,1.5309,0.4106,84.91,-113.8,0
EURUSD,CH,-1,0.3788,0.4727,0.001815,61.04,-0.5885,-0.4573,47.12,0.8955,-0.2787,0.6883,0.4106,84.91,40.2,1
GBPUSD,CH,-1,0.3793,0.3329,0.001609,40.83,-0.3681,-0.2792,50.27,0.8485,-0.0780,0.5131,0.4106,84.91,84.3,1
GBPUSD,CH,1,0.4325,0.4168,0.003195,39.52,-0.3020,-0.6897,26.79,0.9443,-0.9406,1.0198,0.4106,84.91,35.9,1
USDJPY,CH,1,0.4720,0.2167,0.246808,44.36,1.1848,0.4845,58.21,0.5166,0.5614,0.7549,0.4129,84.71,-80.9,0
EURUSD,CH,-1,0.3940,0.4052,0.001718,32.26,-0.2205,0.7185,62.99,0.9424,0.6815,0.6537,0.4129,84.71,8.2,1
EURUSD,CH,1,0.4032,0.1842,0.002473,28.61,-0.0174,0.7789,49.30,0.9636,0.3286,0.9396,0.4129,84.71,9.9,1
GBPUSD,CH,-1,0.3919,0.1787,0.002739,29.27,-0.3719,0.9184,63.58,0.9266,0.5728,0.8787,0.4129,84.71,-45.3,0
GBPUSD,CH,-1,0.4167,0.3734,0.003242,29.33,-0.3131,0.8967,67.89,0.9289,1.0719,1.0396,0.4129,84.71,-22.2,0
GBPUSD,CH,1,0.3934,0.1251,0.003002,25.12,0.1018,-0.7710,27.01,0.2668,-0.8489,0.9571,0.4128,84.12,11.6,1
USDJPY,SMA,-1,0.3894,0.3336,0.456656,34.82,-0.1934,-0.8183,32.31,0.5560,-0.9512,1.4087,0.4142,84.21,-139.6,0
USDJPY,SMA,-1,0.3888,0.1929,0.433663,34.26,-0.1642,-0.7956,35.48,0.5569,-0.8059,1.3371,0.4142,84.21,-135.7,0
USDJPY,SMA,-1,0.3889,0.1596,0.460347,34.82,-0.2215,-0.8237,37.20,0.5574,-0.8206,1.4207,0.4142,84.21,-139.1,0
USDJPY,SMA,-1,0.3888,0.0999,0.458329,34.94,-0.2471,-0.8203,38.08,0.5567,-0.7694,1.4150,0.4142,84.21,-135.9,0
EURUSD,CH,1,0.4061,0.2611,0.002732,33.80,0.3932,-0.8170,36.79,0.4089,0.1112,1.0309,0.4122,82.86,12.7,1
EURUSD,CH,1,0.3913,0.5498,0.002993,33.99,0.3871,0.1986,39.45,0.3446,0.0702,1.1295,0.4142,84.21,-2.2,0
GBPUSD,CH,1,0.5592,0.2052,0.008579,27.08,0.2066,-0.8759,26.33,0.3507,-1.5975,2.7350,0.4122,82.86,-14.0,0
GBPUSD,CH,1,0.5613,0.3853,0.009619,29.09,0.1251,-0.8996,22.88,0.3938,-2.2841,3.0702,0.4102,81.50,31.6,1
EURUSD,CH,-1,0.4372,0.6535,0.001827,25.80,-0.2642,-0.0261,54.33,0.3969,0.0398,0.6938,0.4111,81.71,5.0,1
USDJPY,CH,-1,0.3643,0.2628,0.262020,30.37,0.2153,0.9171,73.07,0.3919,0.5954,0.8021,0.4125,81.77,82.6,1
USDJPY,CH,1,0.3590,0.4115,0.249577,32.60,0.2279,0.8028,48.06,0.7342,0.2761,0.7628,0.4125,81.77,-37.8,0
USDJPY,CH,1,0.3735,0.2865,0.232297,36.41,0.2161,0.4371,42.18,0.7920,-0.0345,0.7099,0.4125,81.77,-19.0,0
GBPUSD,CH,-1,0.4999,0.3006,0.002879,31.49,-0.2755,-0.6966,53.18,0.6899,0.1517,0.9350,0.4125,81.77,6.1,1
GBPUSD,CH,-1,0.4989,0.3542,0.002989,30.09,-0.2403,-0.4242,57.77,0.6933,0.1231,0.9707,0.4125,81.77,30.1,1
EURUSD,CH,1,0.3896,0.1875,0.001284,31.25,0.1288,0.6354,52.03,0.3160,0.1489,0.4863,0.4147,82.26,-29.9,0
EURUSD,CH,1,0.3897,0.2595,0.001248,30.08,0.1291,0.5323,50.49,0.3161,0.0986,0.4727,0.4147,82.26,-26.5,0
EURUSD,CH,1,0.3433,0.2302,0.002978,25.84,-0.1603,-0.6835,22.71,0.3033,-1.1170,1.1329,0.4127,81.96,-58.9,0
EURUSD,CH,1,0.4056,0.5288,0.004023,33.41,-0.2234,-0.7730,21.61,0.3653,-1.5235,1.5320,0.4127,81.96,-31.3,0
USDJPY,SMA,-1,0.3841,0.1611,0.260545,30.89,-0.1070,-0.6857,46.54,0.7026,-0.6312,0.7988,0.4147,82.26,106.8,1
USDJPY,SMA,-1,0.3838,0.1518,0.214315,30.34,-0.1297,-0.5611,49.28,0.6712,-0.4973,0.6572,0.4147,82.26,117.2,1
USDJPY,SMA,-1,0.3863,0.1720,0.124165,30.35,-0.1846,-0.3085,43.78,0.6290,-0.4701,0.3811,0.4147,82.26,93.1,1
USDJPY,SMA,-1,0.3867,0.1384,0.126036,30.72,-0.1951,-0.3182,40.92,0.6273,-0.3447,0.3869,0.4147,82.26,80.2,1
EURUSD,CH,-1,0.3814,0.3466,0.001543,51.74,-0.7545,0.1645,50.92,0.6283,0.1567,0.5942,0.4108,81.36,9.1,1
EURUSD,CH,-1,0.3464,0.4973,0.002278,27.21,0.2575,0.8436,74.61,0.3538,1.0852,0.8721,0.4176,83.66,-35.2,0
EURUSD,CH,-1,0.3457,0.3937,0.002938,30.99,0.2896,0.8240,78.03,0.2852,1.1477,1.1241,0.4176,83.66,-11.7,0
GBPUSD,CH,-1,0.4400,0.4985,0.005348,47.40,0.4709,0.9013,87.69,0.1119,1.8123,1.7351,0.4176,83.66,-12.8,0
EURUSD,CH,1,0.3505,0.2195,0.000843,36.48,0.5982,-0.2530,51.45,0.2885,0.0533,0.3199,0.4147,83.34,-60.3,0
EURUSD,CH,1,0.3506,0.1046,0.001002,33.29,0.5652,-0.4343,49.12,0.2956,-0.2173,0.3802,0.4147,83.34,-55.3,0
GBPUSD,CH,1,0.3950,0.4878,0.001208,46.14,0.8051,-0.1838,47.54,0.7960,-0.1925,0.3871,0.4147,83.34,-105.6,0
GBPUSD,CH,1,0.3965,0.4130,0.002201,43.75,0.7454,-0.4046,36.78,0.7916,-0.7033,0.7056,0.4147,83.34,-59.5,0
USDJPY,CH,-1,0.3796,0.2032,0.445497,38.79,-0.3409,-0.8391,45.35,0.1948,-0.5265,1.3857,0.4110,81.64,78.2,1
USDJPY,CH,-1,0.3789,0.2331,0.421511,37.59,-0.3539,-0.7278,51.43,0.2497,-0.4163,1.3114,0.4110,81.64,101.3,1
USDJPY,CH,1,0.4417,0.6989,0.403473,36.92,-0.4470,-0.3713,29.34,0.5345,-0.8976,1.2588,0.4110,81.64,39.3,1
USDJPY,CH,1,0.4417,0.3506,0.458382,38.36,-0.4479,-0.5333,29.63,0.5793,-0.6769,1.4306,0.4110,81.64,37.7,1
EURUSD,CH,-1,0.3653,0.3890,0.003195,24.33,-0.1527,0.8598,75.69,0.6609,1.1170,1.2169,0.4110,81.64,-5.2,0
GBPUSD,CH,-1,0.4389,0.5333,0.003883,27.40,-0.3432,0.8633,70.15,0.5151,1.0429,1.2545,0.4110,81.64,-12.3,0
GBPUSD,CH,-1,0.4387,0.3290,0.004529,28.99,-0.2846,0.8816,70.37,0.4764,1.1915,1.4624,0.4110,81.64,-8.0,0
GBPUSD,CH,-1,0.4031,0.1925,0.003211,26.03,0.2535,0.9005,75.19,0.2557,0.7284,1.0269,0.4135,83.06,-14.5,0
GBPUSD,CH,1,0.3575,0.9378,0.002105,30.30,0.2565,-0.4289,30.15,0.7332,-0.6469,0.6700,0.4126,82.99,42.7,1
USDJPY,CH,-1,0.4171,0.2600,0.353963,32.84,-0.3271,-0.7357,41.41,0.5852,-0.5953,1.1146,0.4139,83.26,-46.6,0
EURUSD,CH,-1,0.3305,0.2657,0.002406,32.25,-0.0985,-0.8255,51.19,0.8125,-0.4656,0.9007,0.4129,83.02,6.1,1
EURUSD,CH,1,0.3260,0.1570,0.001289,33.97,0.2854,-0.4988,45.56,0.9313,-0.1092,0.4809,0.4139,83.26,-25.5,0
EURUSD,CH,1,0.3265,0.1694,0.001531,34.42,0.2554,-0.6741,40.58,0.9483,-0.2837,0.5712,0.4139,83.26,-12.1,0
USDJPY,SMA,-1,0.4171,0.2600,0.353963,32.84,-0.3271,-0.7357,41.41,0.5852,-0.5953,1.1146,0.4139,83.26,-44.7,0
GBPUSD,CH,1,0.3800,0.3008,0.001681,27.96,0.2704,0.1768,48.01,0.2489,0.2529,0.5345,0.4115,82.67,30.6,1
EURUSD,CH,1,0.3107,0.1659,0.001537,29.88,0.2885,0.7187,51.23,0.3780,0.3010,0.5726,0.4128,82.84,-1.7,0
EURUSD,CH,1,0.3155,0.1484,0.001541,28.40,0.2822,0.5197,44.32,0.3676,-0.0075,0.5743,0.4128,82.84,13.1,1
GBPUSD,CH,1,0.3692,0.2094,0.002585,27.19,0.2489,0.6874,48.35,0.3354,0.2521,0.8195,0.4128,82.84,20.0,1
GBPUSD,CH,1,0.3696,0.2470,0.002462,25.41,0.2456,0.4986,44.34,0.3340,0.1559,0.7805,0.4128,82.84,32.2,1
USDJPY,CH,-1,0.3031,0.4040,0.247446,27.50,0.2389,0.8095,79.04,0.2809,0.9448,0.7761,0.4179,83.24,-39.1,0
USDJPY,CH,1,0.3234,0.1509,0.250631,34.97,0.3150,0.7744,60.42,0.4450,0.4721,0.7848,0.4179,83.24,60.0,1
USDJPY,CH,1,0.3269,0.3225,0.231682,30.66,0.3200,0.6615,52.17,0.4926,0.2558,0.7252,0.4179,83.24,74.1,1
USDJPY,CH,-1,0.3281,0.3863,0.283004,28.22,0.3307,0.7190,74.16,0.5682,0.8741,0.8849,0.4179,83.24,7.2,1
EURUSD,CH,-1,0.3320,0.1379,0.002473,36.63,-0.0883,-0.8180,48.60,0.3270,-0.4563,0.9213,0.4208,83.89,-9.0,0
EURUSD,CH,-1,0.3318,0.1229,0.002256,36.00,-0.1131,-0.7110,51.22,0.3200,-0.3942,0.8406,0.4208,83.89,-2.5,0
EURUSD,CH,1,0.2981,0.1939,0.001914,29.26,0.1487,-0.8981,33.68,0.4450,-0.2278,0.7114,0.4179,83.24,2.3,1
EURUSD,CH,1,0.3171,0.4272,0.002458,31.94,0.0975,-0.9419,24.02,0.4306,-0.7883,0.9141,0.4179,83.24,34.1,1
EURUSD,CH,1,0.3340,0.5418,0.001497,26.29,-0.1589,-0.6856,31.40,0.1758,-0.6482,0.5587,0.4237,84.11,-21.9,0
EURUSD,CH,1,0.3348,0.3814,0.002173,28.35,-0.1776,-0.6906,27.11,0.2192,-0.8448,0.8111,0.4237,84.11,0.6,1
USDJPY,CH,1,0.3148,0.0908,0.344978,52.77,0.6168,0.8277,67.36,0.9718,0.5966,1.0628,0.4240,84.02,-20.6,0
USDJPY,CH,1,0.3120,0.0777,0.309178,44.49,0.6045,0.7221,66.09,0.8819,0.4417,0.9518,0.4240,84.02,-26.5,0
EURUSD,CH,-1,0.3077,0.1995,0.002294,33.14,-0.3359,-0.4705,50.55,0.5804,-0.3825,0.8604,0.4240,84.02,-77.0,0
EURUSD,CH,-1,0.3075,0.1647,0.002116,31.15,-0.3354,-0.2294,54.70,0.6009,-0.2138,0.7938,0.4240,84.02,-67.9,0
GBPUSD,SMA,-1,0.3190,0.1525,0.002403,30.64,-0.0256,-0.9456,32.66,0.5157,-0.5466,0.7613,0.4179,83.24,9.3,1
GBPUSD,SMA,-1,0.3189,0.2501,0.002616,34.10,-0.0805,-0.9346,41.89,0.4502,-0.4985,0.8292,0.4179,83.24,13.4,1
GBPUSD,SMA,-1,0.3257,0.3460,0.002476,33.20,-0.1007,-0.9008,44.79,0.4085,-0.4550,0.7850,0.4179,83.24,20.4,1
GBPUSD,SMA,-1,0.3250,0.2764,0.002323,31.48,-0.1123,-0.7706,53.69,0.3768,-0.2284,0.7366,0.4179,83.24,45.6,1
USDJPY,CH,-1,0.2693,0.1456,0.208634,25.12,0.0159,0.7259,76.69,0.9282,0.5206,0.6421,0.4253,83.60,-49.1,0
USDJPY,CH,-1,0.2858,0.2395,0.262098,27.98,0.0273,0.7740,80.48,0.9175,0.6538,0.8064,0.4253,83.60,-29.2,0
EURUSD,CH,1,0.2713,0.0753,0.001987,48.06,0.3492,0.8189,65.83,0.3834,0.5394,0.7398,0.4204,82.85,-37.6,0
EURUSD,CH,1,0.2713,0.1478,0.001710,47.63,0.3697,0.7851,67.63,0.3837,0.5835,0.6366,0.4253,83.60,-41.0,0
GBPUSD,CH,1,0.2928,0.2569,0.002166,26.23,0.2370,-0.7044,31.12,0.8162,-0.6505,0.6894,0.4253,83.60,0.2,1
EURUSD,CH,1,0.2716,0.0813,0.001359,24.20,-0.1001,-0.3812,38.02,0.5942,-0.2006,0.5069,0.4229,82.83,-7.7,0
EURUSD,CH,1,0.2718,0.1085,0.001526,25.83,-0.1083,-0.4997,35.33,0.5865,-0.3189,0.5693,0.4229,82.83,0.0,1
GBPUSD,CH,-1,0.2736,0.3709,0.002680,36.71,-0.2231,-0.6216,56.80,0.2818,-0.3125,0.8568,0.4229,82.83,-5.3,0
GBPUSD,CH,-1,0.2863,0.2471,0.002498,34.99,-0.2410,-0.3482,60.03,0.2783,-0.1631,0.7988,0.4229,82.83,5.8,1
EURUSD,CH,-1,0.2723,0.4276,0.001066,24.08,-0.2256,-0.7262,48.89,0.2070,-0.0972,0.3992,0.4236,82.89,-25.0,0
USDJPY,SMA,1,0.2778,0.1376,0.408466,46.26,0.2600,0.9128,68.44,0.7890,0.7648,1.2524,0.4229,82.83,355.1,1
USDJPY,SMA,1,0.2783,0.2297,0.384687,44.97,0.2813,0.8550,55.86,0.7864,0.5729,1.1791,0.4229,82.83,379.0,1
USDJPY,SMA,1,0.2783,0.0628,0.354309,43.84,0.3035,0.7852,56.13,0.7857,0.5915,1.0857,0.4229,82.83,377.9,1
EURUSD,CH,1,0.3527,0.6338,0.002599,33.22,-0.5614,-0.5858,14.94,0.3926,-1.2203,0.9793,0.4262,88.18,-8.4,0
GBPUSD,CH,1,0.3198,0.5644,0.003018,26.68,-0.2569,-0.7580,22.13,0.2448,-1.0531,0.9670,0.4262,88.18,-77.2,0
GBPUSD,CH,1,0.3202,0.4131,0.003759,29.25,-0.2868,-0.7665,20.86,0.2884,-1.1720,1.2052,0.4262,88.18,-64.1,0
USDJPY,CH,1,0.4151,0.3744,0.300269,27.51,0.2611,0.7049,44.96,0.4676,0.2837,0.8926,0.4236,87.35,-25.6,0
EURUSD,CH,-1,0.3722,0.2280,0.001591,44.73,-0.5827,-0.3938,47.30,0.9119,-0.2837,0.6104,0.4228,87.23,23.1,1
EURUSD,CH,-1,0.3712,0.3611,0.001780,44.78,-0.5415,-0.0665,56.79,0.9137,0.2077,0.6827,0.4228,87.23,51.8,1
GBPUSD,CH,1,0.4417,0.2825,0.003103,42.43,-0.6787,-0.3233,28.71,0.9880,-0.8250,1.0219,0.4228,87.23,-88.0,0
GBPUSD,CH,1,0.4681,0.3443,0.003780,43.33,-0.6428,-0.4593,28.34,1.0000,-0.9930,1.2459,0.4228,87.23,-73.9,0
GBPUSD,CH,-1,0.4824,0.3108,0.002697,43.49,-0.7645,-0.2260,45.17,0.9484,-0.4509,0.8978,0.4234,86.89,-161.4,0
GBPUSD,CH,-1,0.4824,0.2385,0.002449,42.01,-0.7379,0.0011,45.06,0.9547,-0.2999,0.8152,0.4234,86.89,-161.9,0
USDJPY,CH,-1,0.4838,0.2607,0.302412,28.99,-0.1804,-0.7924,45.74,0.2703,-0.6108,0.9002,0.4217,85.02,251.7,1
USDJPY,CH,-1,0.4825,0.2800,0.288514,27.05,-0.1944,-0.6092,54.46,0.2668,-0.1654,0.8589,0.4217,85.02,289.0,1
USDJPY,CH,1,0.5491,0.2660,0.630049,32.42,-0.4592,-0.6342,28.64,0.4074,-1.2200,1.8832,0.4217,85.02,-107.4,0
USDJPY,CH,1,0.5496,0.2655,0.681625,35.40,-0.4876,-0.6960,27.50,0.4254,-1.1682,2.0385,0.4217,85.02,-93.5,0
USDJPY,CH,-1,0.5905,0.8429,0.778936,40.05,-0.7890,-0.6644,52.98,0.4763,-0.8808,2.3465,0.4223,86.97,-198.8,0
USDJPY,CH,-1,0.5898,0.2707,0.713959,36.90,-0.7945,-0.4645,55.02,0.4772,-0.6740,2.1515,0.4223,86.97,-184.4,0
EURUSD,SMA,1,0.5339,0.2642,0.006284,27.74,0.1375,0.6910,68.68,0.2801,0.9877,2.4024,0.4223,86.97,-33.3,0
USDJPY,CH,1,0.6090,0.3269,0.334177,38.37,0.7266,0.8156,58.00,0.5302,0.7986,0.9912,0.4206,85.02,4.7,1
USDJPY,CH,-1,0.4491,0.3799,0.178502,25.98,0.1047,0.6112,74.92,0.7458,0.6276,0.5282,0.4209,84.86,-49.5,0
USDJPY,CH,-1,0.4479,0.4068,0.281801,36.60,0.1235,0.6373,81.07,0.8302,0.8666,0.8336,0.4209,84.86,-12.0,0
USDJPY,CH,1,0.4444,0.2577,0.476148,45.72,0.5032,0.8098,56.32,0.8272,0.8374,1.3990,0.4193,84.59,-16.6,0
USDJPY,CH,1,0.4446,0.1249,0.419345,41.79,0.5248,0.6990,53.39,0.8273,0.7059,1.2317,0.4193,84.59,-8.5,0
GBPUSD,CH,1,0.4430,0.5460,0.002354,27.25,-0.0089,-0.8657,26.63,0.6189,-0.5925,0.7681,0.4193,84.59,63.2,1
GBPUSD,CH,-1,0.4651,0.1771,0.002216,28.11,-0.0804,-0.6761,51.31,0.5142,-0.1483,0.7234,0.4193,84.59,-15.8,0
GBPUSD,CH,-1,0.4707,0.4457,0.002198,26.44,-0.0831,-0.4992,56.47,0.4948,-0.0277,0.7176,0.4193,84.59,1.6,1
USDJPY,CH,1,0.4093,0.5779,0.227422,22.78,0.0302,-0.2801,30.88,0.9018,-0.8564,0.6686,0.4191,84.91,-64.2,0
USDJPY,CH,1,0.4245,0.5335,0.397785,29.75,-0.2270,-0.8719,34.65,0.9185,-0.9388,1.1722,0.4191,84.91,-28.0,0
EURUSD,CH,1,0.3710,0.7717,0.001786,24.62,0.2003,-0.2085,35.60,0.5528,-0.0333,0.6761,0.4191,84.91,14.5,1
EURUSD,CH,1,0.3715,0.3478,0.002270,26.46,0.1900,-0.5671,32.73,0.5618,-0.3532,0.8594,0.4191,84.91,28.8,1
USDJPY,CH,-1,0.4437,0.4255,0.369194,34.51,-0.4418,-0.5777,47.15,0.1384,-0.2377,1.0933,0.4197,84.80,-15.3,0
USDJPY,CH,-1,0.3826,0.2137,0.233960,20.38,0.1743,0.6331,72.46,0.3254,0.7213,0.6907,0.4189,84.74,-10.0,0
USDJPY,CH,-1,0.3823,0.2840,0.306924,24.92,0.2018,0.7398,73.37,0.2246,0.6789,0.9055,0.4189,84.74,2.5,1
USDJPY,CH,-1,0.3630,0.3803,0.252085,29.68,0.2659,0.5826,78.14,0.6896,0.6074,0.7401,0.4192,84.75,44.7,1
GBPUSD,CH,1,0.3746,0.5830,0.002271,30.78,-0.3839,-0.6606,21.00,0.2334,-0.7133,0.7457,0.4192,84.75,3.4,1
USDJPY,CH,1,0.3437,0.1106,0.111774,22.98,0.2600,-0.0598,53.39,0.8462,0.2460,0.3273,0.4215,85.05,-85.8,0
USDJPY,CH,1,0.3441,0.1885,0.122154,21.72,0.2386,-0.2688,46.27,0.8707,-0.1179,0.3577,0.4215,85.05,-70.6,0
EURUSD,SMA,-1,0.3438,0.1340,0.002496,26.67,-0.0572,-0.7981,35.82,0.1926,-0.5453,0.9451,0.4192,84.75,66.7,1
EURUSD,SMA,-1,0.3437,0.0798,0.002572,27.61,-0.0790,-0.8225,37.51,0.2113,-0.5141,0.9745,0.4192,84.75,70.1,1
USDJPY,CH,-1,0.3356,0.1625,0.271852,36.52,-0.2006,-0.7999,46.65,0.5985,-0.4058,0.7997,0.4198,84.25,82.3,1
GBPUSD,CH,1,0.3839,0.2890,0.004216,25.86,0.0128,-0.9409,23.34,0.9377,-1.0054,1.3896,0.4221,85.26,50.3,1
GBPUSD,CH,1,0.3850,0.3489,0.004941,28.18,-0.0322,-0.9400,19.33,0.9213,-1.3951,1.6298,0.4221,85.26,84.0,1
GBPUSD,CH,-1,0.4435,0.3638,0.005014,31.68,-0.2696,-0.8103,51.05,0.7094,-0.5925,1.6593,0.4231,85.71,-6.0,0
USDJPY,SMA,-1,0.3356,0.1625,0.271852,36.52,-0.2006,-0.7999,46.65,0.5985,-0.4058,0.7997,0.4198,84.25,4.4,1
USDJPY,CH,-1,0.3307,0.2809,0.244655,28.79,0.1682,0.8781,76.41,0.7042,0.7560,0.7214,0.4237,86.49,59.3,1
